siren,sources,origines,methode_jointure,confiance_jointure,denomination,code_postal,commune,site_web,nom_structure_porteuse,naf,tranche_effectifs,categorie_juridique,group_naf,group_cate,denomination__tiers_lieux,code_postal__tiers_lieux,commune__tiers_lieux,site_web__tiers_lieux,nom_usage,denomination__ess_x_naf,denomination__cate_x_naf,denomination__ess_flag_insee,famille_ess,naf_numerique,tags_numerique,naf_enrich_source,naf_enrich_method,categorie_juridique_enrich_source,categorie_juridique_enrich_method,tranche_effectifs_enrich_source,tranche_effectifs_enrich_method,denomination_enrich_source,denomination_enrich_method,nom_usage_enrich_source,nom_usage_enrich_method,sigle_enrich_source,sigle_enrich_method,sigle,date_creation_enrich_source,date_creation_enrich_method,date_creation,est_active_enrich_source,est_active_enrich_method,est_active,rna_enrich_source,rna_enrich_method,rna,flag_ess_sirene_enrich_source,flag_ess_sirene_enrich_method,flag_ess_sirene,caractere_employeur_enrich_source,caractere_employeur_enrich_method,caractere_employeur,categorie_entreprise_enrich_source,categorie_entreprise_enrich_method,categorie_entreprise,societe_mission_enrich_source,societe_mission_enrich_method,societe_mission,annee_effectifs_enrich_source,annee_effectifs_enrich_method,annee_effectifs,siret_siege,siret_siege_enrich_source,siret_siege_enrich_method
433571197,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS LOGISTIQ INFORMATIQUE ASSIS SERVICE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,1996-09-06,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43357119700014,sirene,siren_direct
433583549,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ESP@CE WEB:--S@VOIR REUSSIR,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2000-05-10,sirene,siren_direct,True,sirene,siren_direct,W081000375,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43358354900038,sirene,siren_direct
433644697,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,BAYONNE INTER CULTURES,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2000-11-01,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,,,,,,,,,,43364469700016,sirene,siren_direct
433673894,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WEBNORD.COM,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2000-04-14,sirene,siren_direct,True,sirene,siren_direct,W594000928,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43367389400039,sirene,siren_direct
433922028,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INFO CONSEIL COM.,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,sirene,siren_direct,ICC,sirene,siren_direct,2000-06-02,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43392202800017,sirene,siren_direct
434107447,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,FORMAPLUS,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2000-09-01,sirene,siren_direct,False,sirene,siren_direct,W942002121,sirene,siren_direct,True,,,,,,,,,,,,,43410744700022,sirene,siren_direct
434145967,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LIBERCITE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-01-04,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43414596700015,sirene,siren_direct
434188587,sirene,cate_x_naf,siren_direct,1.0,ASSOCIATION ECRAN 17,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2000-05-16,sirene,siren_direct,False,,,,,,,,,,,,,,,,,,,43418858700019,sirene,siren_direct
434191409,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,VENT D'OUEST,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2000-07-31,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43419140900011,sirene,siren_direct
434197117,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CENTRE EUROPEEN DE TRANSFERT ET DE RECHERCHE EN INFORMATIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,sirene,siren_direct,CETRIL,sirene,siren_direct,2001-01-03,sirene,siren_direct,True,sirene,siren_direct,W024000374,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43419711700022,sirene,siren_direct
434225637,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,PENSE TETE,,,,,62.01Z,NN,5460.0,,,,,,,,,,,,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-02-01,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43422563700025,sirene,siren_direct
434303715,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,VISUAL CONCEPT,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2000-10-13,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43430371500016,sirene,siren_direct
434324737,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ETUDES INFORMATIQUES GESTION,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel,,,,,,,,,,,sirene,siren_direct,EIG,sirene,siren_direct,2001-01-01,sirene,siren_direct,True,sirene,siren_direct,W922004595,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43432473700114,sirene,siren_direct
434410155,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOC PARISHOPPING,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2000-12-18,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43441015500015,sirene,siren_direct
434459707,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AROBAS TECHNOLOGIE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-01-18,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43445970700015,sirene,siren_direct
434499950,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CLUB INFORMATIQUE MULTIMEDIA - I2M,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,sirene,siren_direct,I2M,sirene,siren_direct,1997-01-01,sirene,siren_direct,True,sirene,siren_direct,W343008773,sirene,siren_direct,True,,,,,,,,,,,,,43449995000013,sirene,siren_direct
434510335,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CYBER CONSEIL,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,1999-11-26,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43451033500012,sirene,siren_direct
434733994,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS MUZIWEB.COM,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement,,,,,,,,,,,,,,sirene,siren_direct,2000-11-21,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43473399400017,sirene,siren_direct
434761110,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ADELYSNET,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement,,,,,,,,,,,,,,sirene,siren_direct,2001-01-08,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43476111000015,sirene,siren_direct
434823803,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,JACHETE EN LORRAINE.COM,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2000-11-21,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43482380300011,sirene,siren_direct
434907499,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,DYNAMIC NAME SERVICE (DYN NS),,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2000-12-13,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43490749900017,sirene,siren_direct
434976684,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION INFO SIC,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,1999-01-29,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43497668400010,sirene,siren_direct
434996930,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LES ARTISANS DU NET,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel,,,,,,,,,,,sirene,siren_direct,ADN,sirene,siren_direct,2001-03-15,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43499693000013,sirene,siren_direct
435025325,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,IMS INFORMATIQUE MULTIMEDIAS SERVICES,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-01-31,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43502532500018,sirene,siren_direct
435027123,sirene,ess_flag_insee,siren_direct,1.0,D.S.G. ENTREPRISE,,,,,62.02A,NN,5499.0,,,,,,,,,,,,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-01-01,sirene,siren_direct,False,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43502712300031,sirene,siren_direct
435092374,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FORMATION ET CONCEPTION INFORMATIQUE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-02-12,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43509237400014,sirene,siren_direct
435113485,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LOGIN ASS JEUNES CHERCHEURS EN INFORMAT,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,sirene,siren_direct,LOGIN,sirene,siren_direct,2001-04-01,sirene,siren_direct,True,sirene,siren_direct,W442004098,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43511348500013,sirene,siren_direct
435187018,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOC FRANCAISE D'INFORMATIQUE GRAPHIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,sirene,siren_direct,AFIG,sirene,siren_direct,1993-10-01,sirene,siren_direct,True,sirene,siren_direct,W423000744,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43518701800021,sirene,siren_direct
435195326,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AIDE DEVELOP NOUV TEHNIC INFO COMMUNICAT,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-02-09,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43519532600010,sirene,siren_direct
435288055,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,EPSI DEVELOP. ETUDES & FORMAT.INFORMATIQ,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-04-03,sirene,siren_direct,True,sirene,siren_direct,W621000948,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43528805500021,sirene,siren_direct
435299011,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS POUR DEVELOP LOGIC BASES DE DONNEES,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,sirene,siren_direct,ADL,sirene,siren_direct,1999-02-23,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43529901100013,sirene,siren_direct
435343652,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SYNERGIE MULTIMEDIA,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-03-01,sirene,siren_direct,True,sirene,siren_direct,W011000693,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43534365200010,sirene,siren_direct
435373733,sirene,cate_x_naf,siren_direct,1.0,MEDIA CHAMPAGNE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-03-20,sirene,siren_direct,False,sirene,siren_direct,W511000083,,,,,,,,,,,,,,,,43537373300037,sirene,siren_direct
437489941,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MEMOIR TIANANMEN,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-01-10,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43748994100017,sirene,siren_direct
437525611,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASOFT NYONS NUMERIQUE,,,,,62.02A,03,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,sirene,siren_direct,ASOFT,sirene,siren_direct,2001-05-02,sirene,siren_direct,True,sirene,siren_direct,W262000914,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,sirene,siren_direct,2023.0,43752561100012,sirene,siren_direct
437533185,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TOURISME-RURAL.FR,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-01-20,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43753318500025,sirene,siren_direct
437636053,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NET HOSTING,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-03-18,sirene,siren_direct,True,sirene,siren_direct,W594001875,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43763605300054,sirene,siren_direct
437760267,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ADHERENTS.COOP UNION COOPERATIVE AGRICOL,,,,,63.11Z,02,6317.0,group_naf_1,group_cate_1,,,,,,,,,cooperative,True,hebergement,,,,,,,,,,,,,,sirene,siren_direct,2001-03-23,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,sirene,siren_direct,2023.0,43776026700025,sirene,siren_direct
437763295,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS DECLIC INFORMATIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2000-06-01,sirene,siren_direct,True,sirene,siren_direct,W603002639,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43776329500015,sirene,siren_direct
437834583,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WEB INDIES,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-05-03,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43783458300019,sirene,siren_direct
437956477,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,HYBRID PROGMASTER,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-04-23,sirene,siren_direct,True,sirene,siren_direct,W332005369,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43795647700016,sirene,siren_direct
438023087,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,STRASSBUCH EN LIGNE,,,,,62.01Z,NN,9260.0,group_naf_1,group_cate_2,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-02-20,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43802308700010,sirene,siren_direct
438062531,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ETHNOGRAPHIQUES.ORG,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-03-10,sirene,siren_direct,True,sirene,siren_direct,W251001107,sirene,siren_direct,True,,,,,,,,,,,,,43806253100035,sirene,siren_direct
438086167,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOC WWW.WELCOMFRANCE.COM,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-04-01,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43808616700014,sirene,siren_direct
438121808,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,RENCONTRE D ESPACES,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-01-01,sirene,siren_direct,True,sirene,siren_direct,W131004213,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43812180800028,sirene,siren_direct
438168718,ess_france|sirene,ess_x_naf,siren_direct,1.0,OUVATON,,,,,63.11Z,NN,5651,,,,,,,,,,,,True,hebergement,,,sirene,siren_direct,sirene,siren_direct,,,,,,,,sirene,siren_direct,2001-04-07,sirene,siren_direct,True,,,,,,,,,,sirene,siren_direct,PME,,,,,,,43816871800023,sirene,siren_direct
438176075,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,O'MALLEY NET,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-04-13,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43817607500010,sirene,siren_direct
438222069,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AIOLI,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-06-01,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43822206900017,sirene,siren_direct
438310369,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ARGILE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-05-03,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43831036900014,sirene,siren_direct
438568271,tiers_lieux,tiers_lieux,scoring,0.82,Médiathèque du Luc en Provence,83340.0,LE LUC,https://www.mairie-leluc.com/mediatheque/,Mairie du Luc en Provence,68.20A,NN,6540,,,,,,,,,,,,False,,sirene,siren_direct,sirene,siren_direct,sirene,siren_direct,,,,,,,,sirene,siren_direct,2001-07-01,sirene,siren_direct,True,,,,,,,,,,,,,,,,,,,43856827100011,sirene,siren_direct
438602187,ess_france|sirene,ess_x_naf,siren_direct,1.0,MOTION TWIN,,,,,58.21Z,11,5460,,,,,,,,,,,,True,edition_jeux,,,sirene,siren_direct,sirene,siren_direct,,,,,,,,sirene,siren_direct,2001-07-09,sirene,siren_direct,True,,,,,,,,,,sirene,siren_direct,PME,,,,sirene,siren_direct,2023.0,43860218700074,sirene,siren_direct
438623209,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INFORMATINET.NET,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-07-04,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43862320900014,sirene,siren_direct
438635955,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CAPE OPEN LABORATOIRES NETWORK,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-02-08,sirene,siren_direct,True,sirene,siren_direct,W922004013,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43863595500042,sirene,siren_direct
438654360,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,I - 3D,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-06-25,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43865436000017,sirene,siren_direct
438806655,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WEB INITIO,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement,,,,,,,,,,,,,,sirene,siren_direct,2001-05-18,sirene,siren_direct,True,sirene,siren_direct,W332012742,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43880665500017,sirene,siren_direct
438870578,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,COOPERATIVE POUR LA SECURITE DE L'INFORMATIQUE ET DE LA COMMUNICATION,,,,,58.29C,01,5710.0,,,,,,,,,,,,True,edition_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-08-07,sirene,siren_direct,True,sirene,siren_direct,W594002365,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,sirene,siren_direct,2023.0,43887057800046,sirene,siren_direct
438991952,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ATELIERS DES WEBMASTERS FRANCILIENS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-06-06,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43899195200013,sirene,siren_direct
439037136,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AVANTAGE DIGITAL.,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement,,,,,,,,,,,,,,sirene,siren_direct,2001-09-06,sirene,siren_direct,True,sirene,siren_direct,W702005438,sirene,siren_direct,True,,,,,,,,,,,,,43903713600041,sirene,siren_direct
439086448,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,IGREC & ZED,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-06-20,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43908644800016,sirene,siren_direct
439185240,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SERIZED,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-05-29,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43918524000017,sirene,siren_direct
439192287,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,WEBSOURD,,,,,62.01Z,NN,5560.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel,,,,,,,,,,,,,,sirene,siren_direct,2001-07-23,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,,,,,,,,,,43919228700043,sirene,siren_direct
439327065,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MCD CONSEIL,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-09-01,sirene,siren_direct,True,sirene,siren_direct,W601001936,sirene,siren_direct,True,,,,sirene,siren_direct,PME,,,,,,,43932706500017,sirene,siren_direct
439440017,sirene,ess_flag_insee,siren_direct,1.0,COURANT ALTERNATIF,,,,,62.02A,NN,5460.0,,,,,,,,,,,,True,conseil_it,,,,,,,,,,,,,,sirene,siren_direct,2001-09-01,sirene,siren_direct,True,,,,sirene,siren_direct,True,,,,,,,,,,,,,43944001700044,sirene,siren_direct
